Match Number,Round Number,Date,Location,Home Team,Away Team,Result
676,8,13/09/2020 00:07,Dodger Stadium,Los Angeles Dodgers,Houston Astros,5 - 7
677,8,13/09/2020 00:07,Target Field,Minnesota Twins,Cleveland Indians,8 - 4
678,8,13/09/2020 00:10,Coors Field,Colorado Rockies,Los Angeles Angels,2 - 5
679,8,13/09/2020 00:10,Chase Field,Arizona Diamondbacks,Seattle Mariners,3 - 7
680,8,13/09/2020 00:15,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,7 - 1
681,8,13/09/2020 03:33,Marlins Park,Miami Marlins,Philadelphia Phillies,8 - 1
682,8,13/09/2020 03:33,Petco Park,San Diego Padres,San Francisco Giants,3 - 1
683,8,13/09/2020 16:35,Nationals Park,Washington Nationals,Atlanta Braves,4 - 8
684,8,13/09/2020 17:05,Yankee Stadium,New York Yankees,Baltimore Orioles,3 - 1
685,8,13/09/2020 17:10,Tropicana Field,Tampa Bay Rays,Boston Red Sox,3 - 6
686,8,13/09/2020 17:10,Marlins Park,Miami Marlins,Philadelphia Phillies,2 - 1
687,8,13/09/2020 18:05,Kauffman Stadium,Kansas City Royals,Pittsburgh Pirates,11 - 0
688,8,13/09/2020 18:10,Target Field,Minnesota Twins,Cleveland Indians,7 - 5
689,8,13/09/2020 18:10,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,5 - 2
690,8,13/09/2020 18:10,Miller Park,Milwaukee Brewers,Chicago Cubs,0 - 12
691,8,13/09/2020 18:15,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,5 - 10
692,8,13/09/2020 18:35,Globe Life Field,Texas Rangers,Oakland Athletics,6 - 3
693,8,13/09/2020 19:07,Sahlen Field,Toronto Blue Jays,New York Mets,7 - 3
694,8,13/09/2020 19:10,Coors Field,Colorado Rockies,Los Angeles Angels,3 - 5
695,8,13/09/2020 20:10,Chase Field,Arizona Diamondbacks,Seattle Mariners,3 - 7
696,8,13/09/2020 20:10,Petco Park,San Diego Padres,San Francisco Giants,6 - 0
697,8,14/09/2020 00:08,Dodger Stadium,Los Angeles Dodgers,Houston Astros,8 - 1
698,8,14/09/2020 03:33,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,9 - 4
699,8,14/09/2020 03:33,Miller Park,Milwaukee Brewers,St. Louis Cardinals,2 - 3
700,8,14/09/2020 07:33,T-Mobile Park,Seattle Mariners,Oakland Athletics,0 - 9
701,8,14/09/2020 20:10,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,3 - 1
702,8,14/09/2020 20:10,Marlins Park,Miami Marlins,Philadelphia Phillies,6 - 2
703,8,14/09/2020 21:10,T-Mobile Park,Seattle Mariners,Oakland Athletics,6 - 5
704,8,14/09/2020 21:10,Miller Park,Milwaukee Brewers,St. Louis Cardinals,2 - 1
705,8,14/09/2020 23:35,Oriole Park at Camden Yards,Baltimore Orioles,Atlanta Braves,14 - 1
706,8,15/09/2020 00:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,3 - 1
707,8,15/09/2020 01:10,Petco Park,San Diego Padres,Los Angeles Dodgers,7 - 2
708,8,15/09/2020 22:40,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,4 - 1
709,8,15/09/2020 22:40,Tropicana Field,Tampa Bay Rays,Washington Nationals,6 - 1
710,8,15/09/2020 22:40,Marlins Park,Miami Marlins,Boston Red Sox,0 - 2
711,8,15/09/2020 23:05,Citizens Bank Park,Philadelphia Phillies,New York Mets,4 - 1
712,8,15/09/2020 23:05,Yankee Stadium,New York Yankees,Toronto Blue Jays,20 - 6
713,8,15/09/2020 23:10,Comerica Park,Detroit Tigers,Kansas City Royals,6 - 0
714,8,15/09/2020 23:35,Oriole Park at Camden Yards,Baltimore Orioles,Atlanta Braves,1 - 5
715,8,15/09/2020 23:40,Miller Park,Milwaukee Brewers,St. Louis Cardinals,18 - 3
716,8,16/09/2020 00:10,Minute Maid Park,Houston Astros,Texas Rangers,4 - 1
717,8,16/09/2020 00:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,6 - 2
718,8,16/09/2020 00:15,Wrigley Field,Chicago Cubs,Cleveland Indians,6 - 5
719,8,16/09/2020 00:40,Coors Field,Colorado Rockies,Oakland Athletics,3 - 1
720,8,16/09/2020 01:10,Petco Park,San Diego Padres,Los Angeles Dodgers,1 - 3
721,8,16/09/2020 01:40,Angel Stadium,Los Angeles Angels,Arizona Diamondbacks,8 - 9
722,8,16/09/2020 03:33,Miller Park,Milwaukee Brewers,St. Louis Cardinals,6 - 0
723,8,16/09/2020 17:10,Tropicana Field,Tampa Bay Rays,Washington Nationals,2 - 4
724,8,16/09/2020 19:10,Coors Field,Colorado Rockies,Oakland Athletics,1 - 3
725,8,16/09/2020 20:10,Petco Park,San Diego Padres,Los Angeles Dodgers,5 - 7
726,8,16/09/2020 21:10,Miller Park,Milwaukee Brewers,St. Louis Cardinals,2 - 4
727,8,16/09/2020 22:40,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,1 - 0
728,8,16/09/2020 22:40,Marlins Park,Miami Marlins,Boston Red Sox,8 - 4
729,8,16/09/2020 23:05,Citizens Bank Park,Philadelphia Phillies,New York Mets,4 - 5
730,8,16/09/2020 23:05,Yankee Stadium,New York Yankees,Toronto Blue Jays,13 - 2
731,8,16/09/2020 23:10,Comerica Park,Detroit Tigers,Kansas City Royals,0 - 4
732,8,16/09/2020 23:35,Oriole Park at Camden Yards,Baltimore Orioles,Atlanta Braves,5 - 1
733,8,17/09/2020 00:10,Minute Maid Park,Houston Astros,Texas Rangers,0 - 1
734,8,17/09/2020 00:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,1 - 5
735,8,17/09/2020 00:15,Wrigley Field,Chicago Cubs,Cleveland Indians,3 - 2
736,8,17/09/2020 01:40,Angel Stadium,Los Angeles Angels,Arizona Diamondbacks,6 - 9
737,8,17/09/2020 01:45,Oracle Park,Seattle Mariners,San Francisco Giants,3 - 9
738,8,17/09/2020 07:33,Oriole Park at Camden Yards,Tampa Bay Rays,Baltimore Orioles,10 - 6
739,9,17/09/2020 17:10,Marlins Park,Miami Marlins,Boston Red Sox,3 - 5
740,9,17/09/2020 18:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,4 - 3
741,9,17/09/2020 20:10,Angel Stadium,Los Angeles Angels,Arizona Diamondbacks,7 - 3
742,9,17/09/2020 20:10,Oracle Park,Seattle Mariners,San Francisco Giants,4 - 6
743,9,17/09/2020 20:35,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,1 - 3
744,9,17/09/2020 23:05,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,5 - 1
745,9,17/09/2020 23:05,Citizens Bank Park,Philadelphia Phillies,New York Mets,6 - 10
746,9,17/09/2020 23:05,Yankee Stadium,New York Yankees,Toronto Blue Jays,10 - 7
747,9,17/09/2020 23:10,Comerica Park,Detroit Tigers,Cleveland Indians,3 - 10
748,9,17/09/2020 23:10,Minute Maid Park,Houston Astros,Texas Rangers,2 - 1
749,9,18/09/2020 00:40,Coors Field,Colorado Rockies,Los Angeles Dodgers,3 - 9
750,9,18/09/2020 03:33,Citizens Bank Park,Philadelphia Phillies,Toronto Blue Jays,8 - 7
751,9,18/09/2020 03:33,Marlins Park,Miami Marlins,Washington Nationals,14 - 3
752,9,18/09/2020 07:33,PNC Park,St. Louis Cardinals,Pittsburgh Pirates,7 - 2
753,9,18/09/2020 20:05,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,5 - 6
754,9,18/09/2020 20:05,Citizens Bank Park,Toronto Blue Jays,Philadelphia Phillies,0 - 7
755,9,18/09/2020 21:10,Marlins Park,Miami Marlins,Washington Nationals,0 - 5
756,9,18/09/2020 23:10,Comerica Park,Detroit Tigers,Cleveland Indians,0 - 1
757,9,18/09/2020 23:10,Citi Field,New York Mets,Atlanta Braves,2 - 15
758,9,18/09/2020 23:10,Great American Ball Park,Cincinnati Reds,Chicago White Sox,7 - 1
759,9,18/09/2020 23:30,Fenway Park,Boston Red Sox,New York Yankees,5 - 6
760,9,18/09/2020 23:35,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,1 - 2
761,9,19/09/2020 00:10,Minute Maid Park,Houston Astros,Arizona Diamondbacks,3 - 6
762,9,19/09/2020 00:10,Coors Field,Colorado Rockies,Los Angeles Dodgers,6 - 15
763,9,19/09/2020 00:10,Miller Park,Milwaukee Brewers,Kansas City Royals,9 - 5
764,9,19/09/2020 00:15,Wrigley Field,Chicago Cubs,Minnesota Twins,1 - 0
765,9,19/09/2020 01:10,Angel Stadium,Los Angeles Angels,Texas Rangers,6 - 2
766,9,19/09/2020 01:40,Petco Park,Seattle Mariners,San Diego Padres,1 - 6
767,9,19/09/2020 01:40,Oakland Coliseum,Oakland Athletics,San Francisco Giants,6 - 0
768,9,19/09/2020 20:10,Oakland Coliseum,Oakland Athletics,San Francisco Giants,6 - 0
769,9,19/09/2020 22:05,Citizens Bank Park,Philadelphia Phillies,Toronto Blue Jays,3 - 1
770,9,19/09/2020 22:10,Comerica Park,Detroit Tigers,Cleveland Indians,5 - 2
771,9,19/09/2020 22:10,Marlins Park,Miami Marlins,Washington Nationals,7 - 3
772,9,19/09/2020 23:05,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,4 - 5
773,9,19/09/2020 23:07,Citi Field,New York Mets,Atlanta Braves,7 - 2
774,9,19/09/2020 23:07,Great American Ball Park,Cincinnati Reds,Chicago White Sox,0 - 5
775,9,19/09/2020 23:10,Minute Maid Park,Houston Astros,Arizona Diamondbacks,3 - 2
776,9,19/09/2020 23:10,Miller Park,Milwaukee Brewers,Kansas City Royals,5 - 0
777,9,19/09/2020 23:30,Fenway Park,Boston Red Sox,New York Yankees,0 - 8
778,9,19/09/2020 23:35,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,1 - 3
779,9,20/09/2020 00:10,Coors Field,Colorado Rockies,Los Angeles Dodgers,1 - 6
780,9,20/09/2020 00:15,Wrigley Field,Chicago Cubs,Minnesota Twins,1 - 8
781,9,20/09/2020 01:10,Petco Park,Seattle Mariners,San Diego Padres,4 - 1
782,9,20/09/2020 01:10,Angel Stadium,Los Angeles Angels,Texas Rangers,4 - 3
783,9,20/09/2020 03:33,Marlins Park,Miami Marlins,Washington Nationals,0 - 15
784,9,20/09/2020 17:05,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,2 - 1
785,9,20/09/2020 17:07,Fenway Park,Boston Red Sox,New York Yankees,10 - 2
786,9,20/09/2020 17:10,Comerica Park,Detroit Tigers,Cleveland Indians,4 - 7
787,9,20/09/2020 17:10,Citi Field,New York Mets,Atlanta Braves,0 - 7
788,9,20/09/2020 17:10,Great American Ball Park,Cincinnati Reds,Chicago White Sox,7 - 3
789,9,20/09/2020 17:10,Marlins Park,Miami Marlins,Washington Nationals,2 - 1
790,9,20/09/2020 18:10,Minute Maid Park,Houston Astros,Arizona Diamondbacks,3 - 2
791,9,20/09/2020 18:10,Miller Park,Milwaukee Brewers,Kansas City Royals,5 - 3
792,9,20/09/2020 19:05,Citizens Bank Park,Philadelphia Phillies,Toronto Blue Jays,3 - 6
793,9,20/09/2020 19:10,Coors Field,Colorado Rockies,Los Angeles Dodgers,6 - 3
794,9,20/09/2020 20:05,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,1 - 2
795,9,20/09/2020 20:10,Petco Park,Seattle Mariners,San Diego Padres,4 - 7
796,9,20/09/2020 20:10,Oakland Coliseum,Oakland Athletics,San Francisco Giants,2 - 14
797,9,20/09/2020 20:10,Angel Stadium,Los Angeles Angels,Texas Rangers,2 - 7
798,9,20/09/2020 23:08,Wrigley Field,Chicago Cubs,Minnesota Twins,0 - 4
799,9,21/09/2020 20:10,Angel Stadium,Los Angeles Angels,Texas Rangers,8 - 5
800,9,21/09/2020 22:05,Nationals Park,Washington Nationals,Philadelphia Phillies,5 - 1
801,9,21/09/2020 22:10,Progressive Field,Cleveland Indians,Chicago White Sox,7 - 4
802,9,21/09/2020 22:37,Sahlen Field,Toronto Blue Jays,New York Yankees,11 - 5
803,9,21/09/2020 22:40,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,6 - 3
804,9,21/09/2020 23:05,PNC Park,Pittsburgh Pirates,Chicago Cubs,0 - 5
805,9,21/09/2020 23:10,Citi Field,New York Mets,Tampa Bay Rays,1 - 2
806,9,21/09/2020 23:10,Truist Park,Atlanta Braves,Miami Marlins,5 - 4
807,9,22/09/2020 00:05,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,4 - 1
808,9,22/09/2020 01:10,T-Mobile Park,Seattle Mariners,Houston Astros,6 - 1
809,9,22/09/2020 01:45,Oracle Park,San Francisco Giants,Colorado Rockies,2 - 7
810,9,22/09/2020 03:33,Nationals Park,Washington Nationals,Philadelphia Phillies,8 - 7
811,9,22/09/2020 19:05,Nationals Park,Washington Nationals,Philadelphia Phillies,5 - 1
812,9,22/09/2020 22:10,Progressive Field,Cleveland Indians,Chicago White Sox,5 - 3
813,9,22/09/2020 22:37,Sahlen Field,Toronto Blue Jays,New York Yankees,1 - 12
814,9,22/09/2020 22:40,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,2 - 3
815,9,22/09/2020 23:05,PNC Park,Pittsburgh Pirates,Chicago Cubs,3 - 2
816,9,22/09/2020 23:10,Citi Field,New York Mets,Tampa Bay Rays,5 - 2
817,9,22/09/2020 23:10,Truist Park,Atlanta Braves,Miami Marlins,11 - 1
818,9,22/09/2020 23:30,Fenway Park,Boston Red Sox,Baltimore Orioles,8 - 3
819,9,22/09/2020 23:40,Target Field,Minnesota Twins,Detroit Tigers,5 - 4
820,9,23/09/2020 00:05,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,0 - 5
821,9,23/09/2020 01:10,Petco Park,San Diego Padres,Los Angeles Angels,2 - 4
822,9,23/09/2020 01:10,T-Mobile Park,Seattle Mariners,Houston Astros,1 - 6
823,9,23/09/2020 01:10,Chase Field,Arizona Diamondbacks,Texas Rangers,7 - 0
824,9,23/09/2020 01:40,Dodger Stadium,Los Angeles Dodgers,Oakland Athletics,7 - 2
825,9,23/09/2020 01:45,Oracle Park,San Francisco Giants,Colorado Rockies,5 - 2
826,9,23/09/2020 20:10,Petco Park,San Diego Padres,Los Angeles Angels,2 - 5
827,9,23/09/2020 22:05,Nationals Park,Washington Nationals,Philadelphia Phillies,3 - 12
828,9,23/09/2020 22:10,Chase Field,Arizona Diamondbacks,Texas Rangers,7 - 3
829,9,23/09/2020 22:10,Progressive Field,Cleveland Indians,Chicago White Sox,3 - 2
830,9,23/09/2020 22:37,Sahlen Field,Toronto Blue Jays,New York Yankees,14 - 1
831,9,23/09/2020 22:40,T-Mobile Park,Seattle Mariners,Houston Astros,3 - 2
832,9,23/09/2020 22:40,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,6 - 1
833,9,23/09/2020 23:05,PNC Park,Pittsburgh Pirates,Chicago Cubs,2 - 1
834,9,23/09/2020 23:10,Citi Field,New York Mets,Tampa Bay Rays,5 - 8
835,9,23/09/2020 23:10,Truist Park,Atlanta Braves,Miami Marlins,9 - 4
836,9,23/09/2020 23:30,Fenway Park,Boston Red Sox,Baltimore Orioles,9 - 1
837,9,23/09/2020 23:40,Target Field,Minnesota Twins,Detroit Tigers,7 - 6
838,9,24/09/2020 00:05,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,12 - 3
839,9,24/09/2020 01:40,Dodger Stadium,Los Angeles Dodgers,Oakland Athletics,4 - 6
840,9,24/09/2020 01:45,Oracle Park,San Francisco Giants,Colorado Rockies,7 - 2
841,10,24/09/2020 17:35,PNC Park,Pittsburgh Pirates,Chicago Cubs,7 - 0
842,10,24/09/2020 19:45,Oracle Park,San Francisco Giants,Colorado Rockies,4 - 5
843,10,24/09/2020 22:05,Nationals Park,Washington Nationals,New York Mets,2 - 3
844,10,24/09/2020 22:10,Progressive Field,Cleveland Indians,Chicago White Sox,5 - 4
845,10,24/09/2020 22:37,Sahlen Field,Toronto Blue Jays,New York Yankees,4 - 1
846,10,24/09/2020 23:10,Truist Park,Atlanta Braves,Miami Marlins,2 - 4
847,10,24/09/2020 23:30,Fenway Park,Boston Red Sox,Baltimore Orioles,1 - 13
848,10,25/09/2020 00:05,Kauffman Stadium,Kansas City Royals,Detroit Tigers,8 - 7
849,10,25/09/2020 00:05,Globe Life Field,Texas Rangers,Houston Astros,4 - 12
850,10,25/09/2020 00:15,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,4 - 2
851,10,25/09/2020 01:40,Dodger Stadium,Los Angeles Dodgers,Oakland Athletics,5 - 1
852,10,25/09/2020 03:33,Chase Field,Arizona Diamondbacks,Colorado Rockies,11 - 5
853,10,25/09/2020 07:33,Busch Stadium,Milwaukee Brewers,St. Louis Cardinals,1 - 9
854,10,25/09/2020 07:33,Oracle Park,San Diego Padres,San Francisco Giants,6 - 5
855,10,25/09/2020 21:15,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,0 - 3
856,10,25/09/2020 22:37,Sahlen Field,Toronto Blue Jays,Baltimore Orioles,10 - 5
857,10,25/09/2020 22:40,Chase Field,Arizona Diamondbacks,Colorado Rockies,4 - 0
858,10,25/09/2020 22:40,Tropicana Field,Tampa Bay Rays,Philadelphia Phillies,6 - 4
859,10,25/09/2020 23:05,Yankee Stadium,New York Yankees,Miami Marlins,3 - 4
860,10,25/09/2020 23:10,Progressive Field,Cleveland Indians,Pittsburgh Pirates,4 - 3
861,10,25/09/2020 23:10,Oracle Park,San Francisco Giants,San Diego Padres,5 - 4
862,10,25/09/2020 23:10,Truist Park,Atlanta Braves,Boston Red Sox,8 - 7
863,10,26/09/2020 00:05,Kauffman Stadium,Kansas City Royals,Detroit Tigers,3 - 2
864,10,26/09/2020 00:05,Globe Life Field,Texas Rangers,Houston Astros,5 - 4
865,10,26/09/2020 00:10,Target Field,Minnesota Twins,Cincinnati Reds,2 - 7
866,10,26/09/2020 00:10,Guaranteed Rate Field,Chicago White Sox,Chicago Cubs,0 - 10
867,10,26/09/2020 01:40,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,9 - 5
868,10,26/09/2020 01:40,Oakland Coliseum,Oakland Athletics,Seattle Mariners,3 - 1
869,10,26/09/2020 03:33,Nationals Park,Washington Nationals,New York Mets,5 - 3
870,10,26/09/2020 07:33,Oakland Coliseum,Seattle Mariners,Oakland Athletics,12 - 3
871,10,26/09/2020 17:05,Yankee Stadium,New York Yankees,Miami Marlins,11 - 4
872,10,26/09/2020 19:05,Nationals Park,Washington Nationals,New York Mets,4 - 3
873,10,26/09/2020 20:10,Oakland Coliseum,Oakland Athletics,Seattle Mariners,1 - 5
874,10,26/09/2020 22:37,Sahlen Field,Toronto Blue Jays,Baltimore Orioles,5 - 2
875,10,26/09/2020 23:05,Kauffman Stadium,Kansas City Royals,Detroit Tigers,3 - 4
876,10,26/09/2020 23:05,Globe Life Field,Texas Rangers,Houston Astros,6 - 1
877,10,26/09/2020 23:07,Tropicana Field,Tampa Bay Rays,Philadelphia Phillies,4 - 3
878,10,26/09/2020 23:07,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,0 - 3
879,10,26/09/2020 23:10,Progressive Field,Cleveland Indians,Pittsburgh Pirates,0 - 8
880,10,26/09/2020 23:10,Target Field,Minnesota Twins,Cincinnati Reds,7 - 3
881,10,26/09/2020 23:10,Truist Park,Atlanta Braves,Boston Red Sox,2 - 8
882,10,26/09/2020 23:10,Guaranteed Rate Field,Chicago White Sox,Chicago Cubs,9 - 5
883,10,27/09/2020 00:10,Chase Field,Arizona Diamondbacks,Colorado Rockies,3 - 10
884,10,27/09/2020 01:10,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,7 - 6
885,10,27/09/2020 01:15,Oracle Park,San Francisco Giants,San Diego Padres,2 - 6
886,10,27/09/2020 17:05,Kauffman Stadium,Kansas City Royals,Detroit Tigers,3 - 1
887,10,27/09/2020 19:05,Nationals Park,Washington Nationals,New York Mets,15 - 5
888,10,27/09/2020 19:05,Oracle Park,San Francisco Giants,San Diego Padres,4 - 5
889,10,27/09/2020 19:05,Globe Life Field,Texas Rangers,Houston Astros,8 - 4
890,10,27/09/2020 19:05,Yankee Stadium,New York Yankees,Miami Marlins,0 - 5
891,10,27/09/2020 19:07,Sahlen Field,Toronto Blue Jays,Baltimore Orioles,5 - 7
892,10,27/09/2020 19:10,Chase Field,Arizona Diamondbacks,Colorado Rockies,11 - 3
893,10,27/09/2020 19:10,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,5 - 0
894,10,27/09/2020 19:10,Progressive Field,Cleveland Indians,Pittsburgh Pirates,8 - 6
895,10,27/09/2020 19:10,Oakland Coliseum,Oakland Athletics,Seattle Mariners,6 - 2
896,10,27/09/2020 19:10,Target Field,Minnesota Twins,Cincinnati Reds,3 - 5
897,10,27/09/2020 19:10,Tropicana Field,Tampa Bay Rays,Philadelphia Phillies,5 - 0
898,10,27/09/2020 19:10,Truist Park,Atlanta Braves,Boston Red Sox,1 - 9
899,10,27/09/2020 19:10,Guaranteed Rate Field,Chicago White Sox,Chicago Cubs,8 - 10
900,10,27/09/2020 19:15,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,5 - 2
